file,topic,score
Lecren-1956-British-Ecological-S.txt,4,0.6691223026
Stephenson-1950-Life between Tide-Ma.txt,9,0.3781168991
Belliure-1996-Covariation of therm.txt,3,0.3487475846
Wells-2006-Movement trajectorie.txt,4,0.5350683703
Foster-1993-Long-Term Vegetation.txt,4,0.7018072646
Friedrichs-2000-Skimming flow induce.txt,9,0.8086767616
Browne-1982-The Costs of Reprodu.txt,2,0.8041503899
Driscoll-1964-Relict Area in Centr.txt,4,0.627168308
Post-1974-Functional-Analysis.txt,2,0.3236357392
Gibor-1961-Diurnal-Variations i.txt,9,0.9918160313
Yocom-2010-El Nino-Southern Osc.txt,4,0.9009921017
Breau-2011-Behaviour during ele.txt,3,0.8646953316
Benke-2000-Flood pulse dynamics.txt,9,0.5320753078
Brodie-1975-Cetacean Energetics.txt,9,0.349394756
Wright-1954-The Hydrobiology of.txt,9,0.4890999309
Cooke-1959-Trickling Filter Eco.txt,3,0.4097317411
Traw-2008-Glucosinolates and t.txt,3,0.5751958318
Evans-1945-Cader Idris and Crai.txt,4,0.6977281992
Salin-2000-Spatial distribution.txt,8,0.5185736685
Spooner-2009-Species richness and.txt,8,0.520941427
Pulliam-1971-Feeding Ecology of 5.txt,2,0.342013
Townsend-1995-Soil Organic-Matter.txt,8,0.5196156319
Jackson-2000-Adaptation to living.txt,4,0.3299935815
Cruden-1979-Butterfly Pollinatio.txt,2,0.5048245651
Kline-1979-Vegetation Response.txt,4,0.9985095978
Wiedermann-2007-Global change shifts.txt,8,0.5887729177
Korner-2000-Biosphere responses.txt,8,0.4159142468
Randle-1952-Ecological Notes on.txt,4,0.6411099852
Fekete-2000-Static and dynamic a.txt,4,0.384556014
Dwyer-1995-Host Dispersal and t.txt,6,0.4314389558
Mohler-1978-Stand Structure and.txt,4,0.4732479176
Sears-1952-Ecology and the Soci.txt,3,0.7859301871
Reyer-2004-Low proportions of r.txt,2,0.8198492461
Williams-2011-Extrinsic and intrin.txt,6,0.4908898688
Wagner-2000-The influence of hyb.txt,3,0.7963542496
Page-2000-The spatial ultimatu.txt,6,0.6890982701
Lilly-1953-The Ecology of the L.txt,9,0.6681517883
Farrell-2000-Dietary separation o.txt,10,0.62839473
Abrahamson-1965-A Population Study o.txt,6,0.5219926089
"Sutherland-1986-Floral Sex-Ratios, F.txt",2,0.7048396684
Garner-2000-Morbillivirus ecolog.txt,6,0.3962705885
Naumburg-2000-Photosynthesis sunfl.txt,3,0.9423346687
Pimentel-1962-Alteration of Plant-.txt,3,0.7186861373
Thileniu.Jf-1968-Quercus Garryana For.txt,4,0.9840159911
"Currylin.K-1966-Linduska,Jr - Waterf.txt",6,0.454151999
Parrish-1982-Competitive Interact.txt,8,0.6660163816
Moran-1990-Differential Coloniz.txt,4,0.4103815944
Schmidnielsen-1965-Environmental Physio.txt,3,0.8514695942
Ludwig-1987-Locating Discontinui.txt,6,0.474301424
Clobert-2000-Trade-offs in phenot.txt,2,0.5975623379
Reed-2012-Buffering and plasti.txt,6,0.645642303
Rieger-2004-Larval performance a.txt,5,0.5091407366
Caplenor-1961-Life-Cycle of Heleni.txt,4,0.5556700531
Killingbeck-1985-Autumnal Resorption.txt,4,0.620966977
Abrahams-1989-A Determination of t.txt,5,0.6364149323
Fattorini-2007-A critical look at s.txt,6,0.9185046065
Rossetto-2005-The tension between.txt,4,0.3943680762
Weaver-1947-A Method of Measurin.txt,4,0.4500711351
Pages-2003-Direct and indirect.txt,4,0.4596087321
Runkle-1981-Gap Regeneration in.txt,4,0.6715162767
Swanson-2000-Comparative environm.txt,3,0.5649221035
Davis-2000-A multi-scale spatia.txt,6,0.6762806265
Hollocher-2000-Genetic and developm.txt,10,0.413789978
Tansley-2000-RAPD variation in th.txt,10,0.8593449906
Colborn-2000-Aquatic ecosystems_.txt,10,0.3453956266
Nelson-2000-Invertebrate assembl.txt,9,0.4419988504
Fisher-2000-Development of swimm.txt,9,0.5052879401
Reed-1990-The Effects of Varia.txt,6,0.4398554557
Mills-2012-Transient host-paras.txt,5,0.5409839574
Bibby-1980-Foraging Behavior of.txt,5,0.4660395039
Bromham-2000-Can fast early rates.txt,10,0.581107897
Kaspari-2000-Do imported fire ant.txt,4,0.668435548
Losos-1996-Phylogenetic perspec.txt,8,0.53917075
Reynoldson-1950-Natural Population F.txt,2,0.5039908368
Heywood-1962-Some Aspects of the.txt,9,0.3712077525
Bremset-2000-Seasonal and diel ch.txt,3,0.4092959069
Shorrocks-1994-Priority Effects and.txt,6,0.4088956288
Robertson-1984-Cohabitation of Comp.txt,2,0.4541954063
Lefroy-2000-Indicators for susta.txt,10,0.5747818585
Arvedlund-2000-Host imprinting in a.txt,5,0.5908417915
Caceres-1998-Interspecific variat.txt,9,0.4156090585
Roth-Nebelsick-2000-Morphometric analysi.txt,3,0.7396451529
Lever-1959-The Diet of the Fox.txt,7,0.4349406195
Jackson-1953-Craspedacusta-Sowerb.txt,3,0.5139413778
Eriksen-2000-Sulphate leaching in.txt,8,0.5778304047
Dodds-2000-Establishing nutrien.txt,9,0.4957867047
Kindvall-1999-Dispersal in a metap.txt,1,0.466885217
Baillie-2000-Consequences of larg.txt,6,0.599356467
Bertness-1991-Interspecific Intera.txt,9,0.3190232252
Sharp-1965-The Quiet Crisis - U.txt,10,0.6737126737
Ellis-2000-Climatic control of.txt,3,0.391780397
Odum-1940-The cardio-vibromete.txt,2,0.4014641904
Wells-1967-Changes in a Populat.txt,4,0.4634817206
Dinerstein-1988-Fruits Rhinoceros Ea.txt,4,0.7173918243
Wells-2000-Comparison of conven.txt,8,0.736718855
Darrow-1943-Vegetative and flora.txt,3,0.6617349013
Koskela-2000-Offspring defence in.txt,2,0.9556701393
Kenkel-1989-Edge Effects in the.txt,4,0.4290891684
Shelford-1941-Tundra animal commun.txt,4,0.7482033401
Umphrey-2006-Sperm parasitism in.txt,2,0.575960799
Guillou-2000-The effect of feedin.txt,2,0.4445476632
Webb-1967-Studies in Numerical.txt,4,0.4258790918
Brown-1958-Gambel Oak in West-C.txt,4,0.9985596751
Pakeman-2008-Impact of abundance.txt,1,0.3688033295
Pitman-1999-Tree species distrib.txt,4,0.6899229068
Schmitt-2000-Habitat-limited recr.txt,6,0.5143048761
Foster-1988-Species and Stand Re.txt,4,0.9677552482
Sorensen-2000-Distribution of thre.txt,4,0.6215164481
Newson-1963-Differences in Numbe.txt,2,0.7898421025
Mirov-1936-Germination behavior.txt,4,0.5105102133
Bruno-2002-Causes of landscape-.txt,1,0.3206148983
Martin-2009-Perturbation analysi.txt,6,0.7998466464
DiStefano-2000-Distribution and mov.txt,9,0.359051227
Elser-2000-The evolution of eco.txt,7,0.5361491185
Thresher-1983-Habitat Effects on R.txt,2,0.4678199334
Cushman-1989-Conditional Mutualis.txt,5,0.7895913443
Bernays-2000-Taste sensitivity of.txt,5,0.5443491408
Algar-2011-Quantifying the impo.txt,8,0.6888490197
Ackerman-2000-Reef fish assemblage.txt,9,0.7266174171
Lopes-2000-Effects of human col.txt,4,0.4195012225
Liu-2000-A spatially-structur.txt,6,0.4133413759
Whitham-1999-Plant hybrid zones a.txt,8,0.3694718351
Southwood-1962-Studies on the Popul.txt,6,0.4021019858
Wiegert-1974-Litterbag Studies of.txt,8,0.8039908982
Stamp-2000-Do enemies of herbiv.txt,5,0.6260012357
Murrell-2009-On the emergent spat.txt,6,0.5259546788
Berendse-1992-Competition and Nitr.txt,8,0.3873858881
Toth-2005-Inducible and consti.txt,5,0.6927393551
Fineblum-1997-Do floral pigmentati.txt,5,0.5708844972
Novaro-2000-Ecological extinctio.txt,5,0.4687732203
Saether-2000-Ecology - Weather ru.txt,6,0.438893176
Newman-1975-Allelopathy among So.txt,7,0.3358667743
Beissinger-2007-Reconstructing the h.txt,6,0.5568825074
Digby-1953-Plankton Production.txt,9,0.7849546374
Kihslinger-2000-Food patches and a s.txt,9,0.4145080339
Powell-1990-The Role of Spatial.txt,6,0.5738171147
Lachmann-2000-On the advantages of.txt,6,0.6837554991
Willems-2009-Predator-specific la.txt,6,0.6250423568
Visser-1999-Interference among i.txt,5,0.4904110547
Young-2011-Predation is associa.txt,2,0.428762362
Wiens-1995-Fractal Patterns of.txt,8,0.3745576269
Wimp-2010-Increased primary pr.txt,8,0.7990323304
Isaacs-1998-Aerial distribution.txt,6,0.3949111391
"Moss-1966-Kuchler,Aw - Vegetat.txt",4,0.8260970134
Smartt-1978-Comparison of Ecolog.txt,7,0.2552910152
Forkner-2000-What goes up must co.txt,5,0.4042694078
Werner-2003-A review of trait-me.txt,5,0.8262949025
Robertson-2000-The gaps between eco.txt,8,0.4629926948
Kats-1988-Antipredator Defense.txt,5,0.7905025994
Alonso-2000-The DivGame Simulato.txt,6,0.564471341
Palmer-1993-Putting Things in Ev.txt,6,0.7130023444
Schamp-2010-Deterministic assemb.txt,8,0.5031169741
Wright-2004-Are lianas increasin.txt,4,0.6802353417
Xiao-2000-Modelling temperatur.txt,6,0.6383564479
Niering-1962-Ecological-Studies i.txt,4,0.9987735088
Rogers-1979-Tsetse Population-Dy.txt,6,0.9506243796
Dempster-1979-Population-Model for.txt,6,0.4101651046
Hamilton-2000-Recruiters and joine.txt,2,0.3974738498
Zobell-1937-Direct microscopic e.txt,9,0.9474422941
Myerscough-1980-Epilobium-Angustifol.txt,4,0.4910577466
Crandall-2000-Considering evolutio.txt,10,0.8924948507
Ohara-1968-Influence of Weight.txt,3,0.419087951
James-2000-Why are there so man.txt,6,0.5276631859
Ferry-2010-Higher treefall rate.txt,4,0.5000774325
Whitman-1954-Comparison of Line I.txt,6,0.547848945
Mourao-2000-Aerial surveys of ca.txt,6,0.5402779012
Turner-1982-Timing of Laying by.txt,7,0.5596490248
Kliskey-2000-Recreation terrain s.txt,6,0.4853268205
Zapata-2000-Separation of chloro.txt,9,0.8302980628
Oba-2000-Aboveground dry-matt.txt,3,0.5096291542
Lauenroth-2000-Patterns of producti.txt,8,0.3158018527
Schmitz-2000-Trophic cascades in.txt,5,0.6532934362
Ferguson-2000-Effect of energy ava.txt,6,0.5748795442
Roperlindsay-1986-Plant-Communities of.txt,4,0.7813650957
Costanza-2000-Social goals and the.txt,6,0.4212348445
Lariviere-2000-Status and conservat.txt,6,0.6646841319
Morse-1976-Variables Affecting.txt,2,0.5161401749
Reish-1959-Modification of the.txt,9,0.7443451558
Isley-1938-Survival value of ac.txt,8,0.4059546431
Esler-2000-Testing assumptions.txt,2,0.5825685337
Paine-1971-Short-Term Experimen.txt,5,0.5566914221
Wellborn-2002-Trade-off between co.txt,2,0.5057157109
Levin-2010-Environment-enhanced.txt,2,0.3758594451
Funk-2001-Geographic variation.txt,5,0.8808293298
Despain-1970-Carbon Dioxide Excha.txt,3,0.9334511418
Jackson-1954-The Hunger-Cycles of.txt,2,0.6042135314
Pillar-2000-How sharp are classi.txt,1,0.1
Aquilino-2012-Seaweed richness and.txt,8,0.7213231807
Berg-1992-Hatching Success of.txt,2,0.693038345
White-2008-On estimating the ex.txt,6,0.8921077529
Cheplick-2000-Effect of drought on.txt,3,0.594038683
Trombulak-2000-Misunderstanding Neo.txt,10,0.719828509
Hass-2000-Copulatory behavior.txt,2,0.8904290404
Pendleton-1954-Use of P-32 in Traci.txt,3,0.5372775625
Knops-2000-Dynamics of soil nit.txt,8,0.7258206552
Major-1966-Mitteilungen Der For.txt,4,0.3843093006
Belcher-1995-Root and Shoot Compe.txt,8,0.8024259377
Holden-1960-The Hydrology and Pl.txt,3,0.6046222058
Torok-1999-Asymmetric competiti.txt,2,0.792386747
Hargrove-2000-Simulating fire patt.txt,6,0.4396123451
Blackburn-1996-Relationships betwee.txt,2,0.8123267258
Jackson-1986-Net Primary Producti.txt,9,0.6459063547
Westover-1997-Patterns of rhizosph.txt,8,0.8897217926
Batten-1967-Prenatal Mortality i.txt,2,0.9563192537
Marcucci-2000-Landscape history as.txt,10,0.7993850199
Poulson-1969-Diversity in Terrest.txt,8,0.45011157
Warrick-1975-Physics of Soil-Wate.txt,3,0.5433773293
Hynes-1955-The Reproductive Cyc.txt,2,0.6722894787
Hinds-1979-Relationship between.txt,6,0.4941992592
Cyr-1993-Allometric Theory -.txt,2,0.6213721811
Misra-1981-Seasonal-Changes in.txt,9,0.5204581169
Witkamp-1966-Macroflora Mycoflora.txt,8,0.5142132053
Wirtz-2000-Costs and benefits o.txt,6,0.8338598188
Coombe-1956-The Nature and Origi.txt,9,0.4702924353
Smaglik-2000-US forest fires send.txt,4,0.7723268909
Goodhart-1958-Thrush Predation on.txt,2,0.3340935146
Macleod-1957-Some Ecological Rela.txt,2,0.5424627877
Marra-2000-The role of behavior.txt,2,0.8948069167
Herczeg-2010-Rensch's rule invert.txt,2,0.9857274616
Forman-2000-Estimate of the area.txt,4,0.3117091007
Taylor-1986-Correction.txt,6,0.8999765836
Reed-1956-Annual Cycle of Net.txt,9,0.5187044296
Bee-2000-Is habituation a mec.txt,5,0.487202767
Musters-2000-Ecology - Can protec.txt,10,0.6556187809
Georges-2000-Maternal care in the.txt,2,0.7019540668
Chambers-2000-Seed movements and s.txt,4,0.3906877129
Kocher-2000-The diversity and ab.txt,8,0.5058794545
Proffit-2007-Chemical mediation a.txt,5,0.7609506926
Heilman-1966-CorrectionsEcologyEc.txt,4,0.7297508278
Collevatti-2011-Kin structure and ge.txt,6,0.5253971616
Burt-1959-Oxygen Anomalies in.txt,9,0.5278360234
Pitelka-1977-Energy Allocation in.txt,3,0.545940026
Dubowy-1988-Waterfowl Communitie.txt,2,0.4018322527
Sant-1966-Growth and Reproduct.txt,3,0.6782563706
Murua-1986-Population Ecology o.txt,2,0.5465047025
Dwyer-1993-Using Simple-Models.txt,6,0.7022892741
Ranta-2000-Spatial dynamics of.txt,2,0.6187359407
Kumar-2009-Elevation and forest.txt,4,0.3672576039
Hibino-2000-Spatial differences.txt,9,0.8815177158
Hill-1980-Wind Dispersal of th.txt,3,0.3769582112
Sjors-2002-Calcium and pH in no.txt,3,0.4322787595
Tewksbury-1998-Breeding productivit.txt,10,0.3379125215
Bradley-1995-The Relationship of.txt,2,0.9691355155
Anderson-2000-Invertebrate respons.txt,8,0.3138950453
Tsunoda-2000-No distributional as.txt,3,0.4588515269
Johnson-1998-Rarity in the tropic.txt,6,0.536970752
Roughgarden-1985-Demographic-Theory f.txt,6,0.9167453125
Norris-2000-Pelagic species dive.txt,9,0.4368988493
Vretare-2000-Influence of pressur.txt,3,0.4726950694
Zak-2000-Atmospheric CO2 and.txt,8,0.9413728334
Sprules-1988-Omnivory and Food-Ch.txt,7,0.6624884655
Bosserman-1983-Elemental Compositio.txt,9,0.4968191183
Palomares-2000-Iberian lynx in a fr.txt,10,0.489080475
Claessen-2000-Dwarfs and giants_ C.txt,2,0.4173954147
Weiner-1985-Size Hierarchies in.txt,2,0.4389552395
Cabin-2000-Effects of long-term.txt,4,0.4209176849
"Maron-2010-Using experiments, d.txt",6,0.4159928376
Herrera-1984-The Annual Cycle of.txt,3,0.434765506
Myers-1998-Maternal effects in.txt,2,0.8458336286
Craig-1986-Resource Regulation.txt,5,0.4474291688
Turner-2000-Chemical cues modify.txt,5,0.8544422865
Lampert-1985-Zooplankton Grazing.txt,9,0.5930534425
Edwards-2000-Review of the factor.txt,6,0.5880040522
Greigsmith-1963-British-Ecological-S.txt,6,0.3633031405
Freeman-1973-Mortality of Sceliph.txt,6,0.6281675785
Chaloupka-1986-Role of Anthropochor.txt,1,0.6496549291
Black-1976-Effects of Grazing b.txt,2,0.4375250088
Shumway-1995-Size and Reproductiv.txt,2,0.399669122
Solomon-2000-Land use effects on.txt,8,0.6588746391
Nogueira-2000-Effect of meteorolog.txt,8,0.3358905272
Garcia-Ramos-2007-Persistence of the s.txt,1,0.3977571804
Weaver-1946-Annual Increase of U.txt,8,0.3582967647
Penney-1966-Studies on Certain A.txt,2,0.6379664986
Englund-2007-Scale dependence of.txt,1,0.4964497811
Powers-1943-Further evidence on.txt,9,0.7699383812
Hassell-1971-Mutual Interference.txt,5,0.6817821876
Bartley-1990-Studies in the Fland.txt,4,0.8834874667
Kerfoot-1974-Net Accumulation Rat.txt,9,0.5062054157
Rzoska-1968-Observations on Zoop.txt,9,0.7327324175
Morris-1982-A Model of Growth-Re.txt,3,0.4763274632
Taylor-2007-Obituary_ Roy (L. R.txt,6,0.4357504464
Wilder-2010-Might nitrogen limit.txt,7,0.7252506656
Henry-2010-Predator identity an.txt,5,0.9080235167
Klemola-2010-Experimental test of.txt,6,0.5221235762
Vuylsteke-2000-Chromosomal regions.txt,10,0.6601206246
Gregory-1957-Some Silvicultural C.txt,4,0.8806229857
Makhzoumi-2000-Landscape ecology as.txt,10,0.89046989
Fanshawe-1954-The Vegetation of Su.txt,8,0.4027815238
Benrey-1997-The slow-growth-high.txt,5,0.9990453938
Tinker-2000-Coarse woody debris.txt,4,0.6614103728
Shaw-2000-Interspecific geneti.txt,2,0.4982042645
Shure-1977-Patterns of Primary.txt,8,0.9372053078
Davidson-1984-Dispersal Adaptation.txt,1,0.3220930686
Wing-1936-On the dynamics of v.txt,6,0.8503817227
Hidaka-2011-Allocation of foliar.txt,3,0.358896375
Griffen-2006-Intraguild predation.txt,5,0.9884703513
Bertram-1938-On the animal ecolog.txt,3,0.3682323786
"Rossiter-2000-Parentage, reproduct.txt",2,0.7172225933
Klinger-2006-The interaction of d.txt,4,0.4562286719
Poon-2000-Compensating for our.txt,6,0.7141096699
Boettiger-2011-Inferring ecological.txt,6,0.6823562164
Horvath-1964-Seasonal Differences.txt,3,0.5373759428
Lindsey-1961-Vegetation of Draina.txt,4,0.9109542431
Humphreys-1978-Ecological Energetic.txt,9,0.3431381586
Robson-2011-Ecological condition.txt,6,0.7526568494
Turner-2000-Traditional Ecologic.txt,4,0.6797850486
Montoya-2000-Simulation of phosph.txt,7,0.710982121
Sherman-1968-Pontellid Copepods a.txt,9,0.9486118572
Round-1957-Studies on Bottom-Li.txt,9,0.7663226008
Freed-2000-Female ornamentation.txt,10,0.5419212647
Shimoda-2000-Attraction of a pred.txt,5,0.7636063568
Juenger-2000-Does early season br.txt,1,0.413301394
Sobey-1981-Stellaria-Media (L).txt,3,0.4088338398
Quaintenne-2010-Diet selection in a.txt,5,0.341937935
Guillemaud-2000-Microsatellite chara.txt,10,0.9989533271
Kullman-2009-Post-Little Ice Age.txt,4,0.6359199893
Safriel-1975-Patterns of Coloniza.txt,3,0.5109866259
Winkler-2000-Local and regional s.txt,6,0.4960329676
Middleton-1932-Syphilis as a diseas.txt,2,0.6103283915
Neess-1959-Computation of Produ.txt,9,0.5900001735
Bruijnzeel-1998-Climatic conditions.txt,3,0.4260194552
Anderson-1969-Herbaceous Response.txt,4,0.5046629734
Heatwole-1973-Biogeography of Puer.txt,1,0.2230361473
Chung-2000-Heat resistance and.txt,3,0.9194234102
Hubbard-1982-Apostatic Selection.txt,5,0.7411222814
Crain-2008-Secondary Succession.txt,1,0.3047452751
Bever-1994-Feedback between Pla.txt,8,0.7104610157
Dutilleul-1993-Spatial Heterogeneit.txt,6,0.7476023546
Greenfield-1987-Variation in Host-Pl.txt,2,0.3531740823
Daddario-1961-A Peat Sampler for C.txt,4,0.8042110947
Aubry-2000-Geostatistical estim.txt,6,0.9215551916
Urban-2004-Disturbance heteroge.txt,8,0.5651705386
Jumpponen-1999-Characterization of.txt,4,0.4727222829
Radajewski-2000-Stable-isotope probi.txt,10,0.4135163839
Randolph-1975-Seasonal Dynamics of.txt,2,0.5103340865
Craig-1989-A Strong Relationshi.txt,5,0.5448898768
Mestriner-2000-Structural and funct.txt,10,0.9969585623
Stone-1991-Conditions for a Spe.txt,5,0.5201666025
Waring-2002-Interpreting woody p.txt,4,0.3781816516
Casas-2000-Eggload dynamics and.txt,6,0.6083053031
Allen-2000-Stomatal versus bioc.txt,3,0.9987479961
Kopachena-2000-Effects of the red i.txt,1,0.5251609492
Chace-2000-Nest-site characteri.txt,4,0.4384683245
Aizen-1998-Flowering-shoot defo.txt,2,0.4821913968
Bentley-1976-Plants Bearing Extra.txt,4,0.6833720228
Wang-2000-Mitochondrial DNA ph.txt,10,0.9985868332
El-Sayed-2000-Karastic features as.txt,9,0.5563663621
Matsuura-2000-Symbiosis of a termi.txt,10,0.4050960837
Batzli-1986-Nutritional Ecology.txt,7,0.6526522409
Jones-1963-The Cece Forest Rese.txt,4,0.9854811687
Buss-1988-A Comparison of Rece.txt,6,0.4728980473
Huey-1969-Winter Diet of Peruv.txt,6,0.3409239532
Andersson-2000-Plant dispersal in b.txt,4,0.509388396
Bradshaw-1964-Experimental Investi.txt,7,0.6097413132
Jenkins-2000-Determination of spa.txt,6,0.5026450792
Bensch-2000-Host specificity in.txt,10,0.7582928999
Blank-1967-Ecology of Partridge.txt,6,0.5878439786
Reichle-1973-Analysis of Insect C.txt,3,0.7971731951
MacKenzie-2003-Estimating site occu.txt,6,0.9665727686
Gotthard-2000-Increased risk of pr.txt,5,0.5615707221
Service-2000-Heterogeneity in ind.txt,6,0.7820265211
Freeman-1964-A Population Study o.txt,6,0.5969691867
Collisgeorge-1959-The Physical-Environ.txt,3,0.611710858
Nolan-1987-Regional Trends in D.txt,4,0.6973712368
Cardinale-2002-The influence of sub.txt,9,0.3787945347
Lane-2010-Energetic costs of m.txt,2,0.6721712766
Frelich-1998-Neighbourhood effect.txt,4,0.5255384904
Rajaniemi-2003-Root competition can.txt,8,0.8447182663
Von Holle-2005-Biotic resistance to.txt,8,0.4980710829
Murdoch-1989-A Refuge for Red Sca.txt,6,0.5063948756
Jones-1955-Studies on the Ecolo.txt,4,0.6326673121
Dicke-2000-Change in behavioral.txt,5,0.723013093
Gordon-1998-The effect of neighb.txt,6,0.5226536708
Marquez-2000-Southern elephant se.txt,7,0.5831948008
Novotny-2000-Rare species in comm.txt,4,0.4767015815
Tregenza-2000-Evolutionarily dynam.txt,2,0.8884667646
Mccauley-1990-The Physiological Ec.txt,7,0.5614635216
Huxman-2008-Photosynthetic resou.txt,3,0.6683818635
Taylor-2000-Eradication of Norwa.txt,2,0.2567394555
Catry-2000-Habitat selection by.txt,4,0.5051891328
Hepplest.Pb-1971-Feeding Ecology of O.txt,7,0.695999677
Prentice-1991-Vegetation and Clima.txt,6,0.4121710206
Mikhailova-2000-Botanical compositio.txt,8,0.8484424402
