"","author","year","file","titles","periodical","volume","number"
"12123","Sexton",1970,"Sexton-1970-Reproductive Cycle o.txt","Reproductive Cycle of a Neotropical LizardEcologyEcology","Ecology","52","1"
"12124","Tiebout",1991,"Tiebout-1991-Daytime Energy Manag.txt","Daytime Energy Management by Tropical Hummingbirds - Responses to Foraging ConstraintEcologyEcology","Ecology","72","3"
"12125","Vourlitis",1999,"Vourlitis-1999-Eddy covariance meas.txt","Eddy covariance measurements of CO2 and energy fluxes of an Alaskan tussock tundra ecosystemEcologyEcology","Ecology","80","2"
"12127","Nowlin",2007,"art101371.txt","Allochthonous subsidy of periodical cicadas affects the dynamics and stability of pond communitiesEcologyEcology","Ecology","88","9"
"12128","Vourlitis",2009,"Vourlitis-2009-Experimental dry-sea.txt","Experimental dry-season N deposition alters species composition in southern Californian mediterranean-type shrublandsEcologyEcology","Ecology","90","8"
"12129","George",1999,"art100488.txt","The fern understory as an ecological filter: Growth and survival of canopy-tree seedlingsEcologyEcology","Ecology","80","3"
"12130","Vrede",2004,"Vrede-2004-Fundamental connecti.txt","Fundamental connections among organism C : N : P stoichiometry, macromolecular composition, and growthEcologyEcology","Ecology","85","5"
"12131","Hartnett",1983,"Hartnett-1983-Physiological Integr.txt","Physiological Integration among Intraclonal Ramets in Solidago-CanadensisEcologyEcology","Ecology","64","4"
"12132","Durbin",1979,"Durbin-1979-Effects of the Spawn.txt","Effects of the Spawning Migration of the Alewife, Alosa-Pseudoharengus, on Freshwater EcosystemsEcologyEcology","Ecology","60","1"
"12133","Tieleman",2004,"Tieleman-2004-Energy and water bud.txt","Energy and water budgets of larks in a life history perspective: Parental effort varies with aridityEcologyEcology","Ecology","85","5"
"12134","Mcnab",1971,"Mcnab-1971-Ecological Significa.txt","Ecological Significance of Bergmanns RuleEcologyEcology","Ecology","52","5"
"12135","Tieszen",1968,"Tieszen-1968-Pigment Structure of.txt","Pigment Structure of Some Arctic Tundra CommunitiesEcologyEcology","Ecology","49","2"
"12136","Tietjen",1967,"Tietjen-1967-2,4-D Herbicide Vege.txt","2,4-D Herbicide Vegetation and Pocket Gopher Relationships Black Mesa ColoradoEcologyEcology","Ecology","48","4"
"12137","Rose",1990,"Rose-1990-The Importance of Sc.txt","The Importance of Scale to Predator Prey Spatial Correlations - an Example of Atlantic FishesEcologyEcology","Ecology","71","1"
"12138","Tifffn",2002,"Tifffn-2002-Competition and time.txt","Competition and time of damage affect the pattern of selection acting on plant defense against herbivoresEcologyEcology","Ecology","83","7"
"12139","Parker",1981,"Parker-1981-Insect Herbivores Li.txt","Insect Herbivores Limit Habitat Distribution of a Native Composite, Machaeranthera-CanescensEcologyEcology","Ecology","62","5"
"12141","Lafferty",1996,"Lafferty-1996-Altered behavior of.txt","Altered behavior of parasitized killifish increases susceptibility to predation by bird final hostsEcologyEcology","Ecology","77","5"
"12142","Harvell",1992,"Harvell-1992-Inducible Defenses a.txt","Inducible Defenses and Allocation Shifts in a Marine BryozoanEcologyEcology","Ecology","73","5"
"12143","Myers",1987,"Myers-1987-A Spurious Correlati.txt","A Spurious Correlation in an Interpopulation Comparison of Atlantic Salmon Life HistoriesEcologyEcology","Ecology","68","6"
"12144","Rose",2005,"Rose-2005-Demographic and evol.txt","Demographic and evolutionary impacts of native and invasive insect herbivores on Cirsium canescensEcologyEcology","Ecology","86","2"
"12145","Rosemond",1993,"Rosemond-1993-Top-down and Bottom-.txt","Top-down and Bottom-up Control of Stream Periphyton - Effects of Nutrients and HerbivoresEcologyEcology","Ecology","74","4"
"12146","Tilley",1974,"Tilley-1974-Structures and Dynam.txt","Structures and Dynamics of Populations of Salamander Desmognathus-Ochrophaeus Cope in Different HabitatsEcologyEcology","Ecology","55","4"
"12147","Shanks",1953,"Shanks-1953-Forest Composition a.txt","Forest Composition and Species Association in the Beech-Maple Forest Region of Western OhioEcologyEcology","Ecology","34","3"
"12148","Tilman",1981,"Tilman-1981-Tests of Resource Co.txt","Tests of Resource Competition Theory Using 4 Species of Lake-Michigan AlgaeEcologyEcology","Ecology","62","3"
"12149","Snider",2008,"art101609.txt","Movement ecology: Size-specific behavioral response of an invasive snail to food availabilityEcologyEcology","Ecology","89","7"
"12152","Steinauer",2001,"Steinauer-2001-Feedback loops in ec.txt","Feedback loops in ecological hierarchies following urine deposition in tallgrass prairieEcologyEcology","Ecology","82","5"
"12153","Chen",1999,"art100483.txt","Bottom-up limitation of predaceous arthropods in a detritus-based terrestrial food webEcologyEcology","Ecology","80","3"
"12154","Palmer",2007,"art101560.txt","Mutualism as reciprocal exploitation: African plant-ants defend foliar but not reproductive structuresEcologyEcology","Ecology","88","12"
"12155","Wagener",1957,"Wagener-1957-The Limitation of 2.txt","The Limitation of 2 Leafy Mistletoes of the Genus Phoradendron by Low-TemperaturesEcologyEcology","Ecology","38","1"
"12156","Chisholm",2004,"art101210.txt","The unified neutral theory of biodiversity and biogeography: CommentEcologyEcology","Ecology","85","11"
"12158","Salt",1969,"Salt-1969-A Measure of Culture.txt","A Measure of Culture-Induced Changes in a Laboratory Population of ProtozoaEcologyEcology","Ecology","50","1"
"12160","Church",2007,"art101401.txt","Iteroparity in the variable environment of the salamander Ambystoma tigrinumEcologyEcology","Ecology","88","4"
"12161","Wagle",1972,"Wagle-1972-Influence of Fire on.txt","Influence of Fire on Soil Nutrients in a Ponderosa Pine TypeEcologyEcology","Ecology","53","1"
"12162","Wagner",1965,"Wagner-1965-The Annual Seed Rain.txt","The Annual Seed Rain of Adventive Herbs in a Radiation Damaged ForestEcologyEcology","Ecology","46","4"
"12165","Partecke",2007,"art101428.txt","Increased sedentariness in European Blackbirds following urbanization: A consequence of local adaptation?EcologyEcology","Ecology","88","4"
"12166","Tilzer",1978,"Tilzer-1978-Importance of Mixing.txt","Importance of Mixing, Thermal Stratification and Light Adaptation for Phytoplankton Productivity in Lake Tahoe (California-Nevada)EcologyEcology","Ecology","59","4"
"12167","Timmons",1946,"Timmons-1946-Studies of the Distr.txt","Studies of the Distribution and Floss Yield of Common Milkweed (Asclepias-Syriaca L) in Northern MichiganEcologyEcology","Ecology","27","3"
"12168","Pascarella",1998,"art100240.txt","Hurricane disturbance and the population dynamics of a tropical understory shrub: Megamatrix elasticity analysisEcologyEcology","Ecology","79","2"
"12169","Clark",1999,"art100442.txt","Avian habitat selection: Pattern from process in nest-site use by ducks?EcologyEcology","Ecology","80","1"
"12170","Pascual",2001,"art100616.txt","Oscillatory dynamics and spatial scale: The role of noise and unresolved patternEcologyEcology","Ecology","82","8"
"12171","Clark",2003,"art100729.txt","Coexistence: How to identify trophic trade-offsEcologyEcology","Ecology","84","1"
"12172","Wilson",1943,"Wilson-1943-Pollen records from.txt","Pollen records from lakes in Anoka County, Minnesota - A study on methods of samplingEcologyEcology","Ecology","24","3"
"12173","Clark",2003,"art100857.txt","Uncertainty in ecological inference and forecastingEcologyEcology","Ecology","84","6"
"12174","Clark",2004,"art101129.txt","Population time series: Process variability, observation errors, missing values, lags, and hidden statesEcologyEcology","Ecology","85","11"
"12175","Chapman",1946,"Chapman-1946-Algal Zonation in th.txt","Algal Zonation in the West IndiesEcologyEcology","Ecology","27","1"
"12176","Shaw",1938,"Shaw-1938-The influence of tem.txt","The influence of temperature and illumination on the locomotor activity of Carassius auratusEcologyEcology","Ecology","19","2"
"12177","Tinkle",1962,"Tinkle-1962-Home Range Ecology o.txt","Home Range Ecology of Uta Stansburiana-StejnegeriEcologyEcology","Ecology","43","2"
"12178","Clissold",2009,"art101852.txt","Gross vs. net income: How plant toughness affects performance of an insect herbivoreEcologyEcology","Ecology","90","12"
"12179","Herbert",1991,"Herbert-1991-Variation in Interce.txt","Variation in Interception of the Direct Solar Beam by Top Canopy LayersEcologyEcology","Ecology","72","1"
"12180","Peacor",1997,"art100091.txt","Trait-mediated indirect interactions in a simple aquatic food webEcologyEcology","Ecology","78","4"
"12181","Gregoire",1999,"art100504.txt","Sampling-skewed biological populations: Behavior of confidence intervals for the population totalEcologyEcology","Ecology","80","3"
"12182","Sinsabaugh",1985,"Sinsabaugh-1985-Cellulose Digestion.txt","Cellulose Digestion and Assimilation by 3 Leaf-Shredding Aquatic InsectsEcologyEcology","Ecology","66","5"
"12183","Tinkle",1981,"Tinkle-1981-Nesting Frequency an.txt","Nesting Frequency and Success - Implications for the Demography of Painted TurtlesEcologyEcology","Ecology","62","6"
"12184","Vanvalkenburgh",1994,"Vanvalkenburgh-1994-Shape Divergence Ass.txt","Shape Divergence Associated with Size Convergence in Sympatric East-African JackalsEcologyEcology","Ecology","75","6"
"12185","Griffith",2010,"art101770.txt","Positive effects of native shrubs on Bromus tectorum demographyEcologyEcology","Ecology","91","1"
"12187","Pellmyr",1997,"art100140.txt","Pollinating seed eaters: Why is active pollination so rare?EcologyEcology","Ecology","78","6"
"12188","Pemberton",2006,"art100973.txt","Orchid bees don't need orchids: Evidence from the naturalization of an orchid bee in FloridaEcologyEcology","Ecology","87","8"
"12189","Rotenberry",1980,"Rotenberry-1980-Habitat Structure, P.txt","Habitat Structure, Patchiness, and Avian Communities in North-American Steppe Vegetation - a Multivariate-AnalysisEcologyEcology","Ecology","61","5"
"12190","Rotenberry",1983,"Rotenberry-1983-Forest Island Dynami.txt","Forest Island Dynamics in Man-Dominated Landscapes - Burgess,Rl, Sharpe,DmEcologyEcology","Ecology","64","3"
"12191","Tirok",2010,"Tirok-2010-Internally driven al.txt","Internally driven alternation of functional traits in a multispecies predator-prey systemEcologyEcology","Ecology","91","6"
"12193","Rotenberry",2006,"Rotenberry-2006-Gis-based niche mode.txt","Gis-based niche modeling for mapping species' habitatEcologyEcology","Ecology","87","6"
"12194","Tisdale",1947,"Tisdale-1947-The Grasslands of th.txt","The Grasslands of the Southern Interior of British-ColumbiaEcologyEcology","Ecology","28","4"
"12195","Wakefield",2005,"Wakefield-2005-Prey addition alters.txt","Prey addition alters nutrient stoichiometry of the carnivorous plant Sarracenia purpureaEcologyEcology","Ecology","86","7"
"12196","Tisdale",1965,"Tisdale-1965-An Area of Pristine.txt","An Area of Pristine Vegetation in Craters of the Moon National Monument, IdahoEcologyEcology","Ecology","46","3"
"12197","Wilson",1986,"Wilson-1986-Species Competitive.txt","Species Competitive Ability and Position Along a Natural Stress Disturbance GradientEcologyEcology","Ecology","67","5"
"12198","Tissue",1987,"Tissue-1987-Response of Eriophor.txt","Response of Eriophorum-Vaginatum to Elevated Co2 and Temperature in the Alaskan Tussock TundraEcologyEcology","Ecology","68","2"
"12199","Connolly",2009,"art101795.txt","Testing species abundance models: a new bootstrap approach applied to Indo-Pacific coral reefsEcologyEcology","Ecology","90","11"
"12201","Guo",1998,"art100396.txt","Species richness and biomass: Dissection of the hump-shaped relationshipsEcologyEcology","Ecology","79","7"
"12202","Tittler",2006,"Tittler-2006-Evidence of large-sc.txt","Evidence of large-scale source-sink dynamics and long-distance dispersal among wood thrush populationsEcologyEcology","Ecology","87","12"
"12203","Peterson",2003,"art100863.txt","Uncertainty and the management of multistate ecosystems: An apparently rational route to collapseEcologyEcology","Ecology","84","6"
"12204","Weber",1981,"Weber-1981-An Analytical Model.txt","An Analytical Model of Photosynthetic Response of Aquatic Plants to Inorganic Carbon and PhEcologyEcology","Ecology","62","3"
"12205","Rothstein",1984,"Rothstein-1984-Radio-Tracking Confi.txt","Radio-Tracking Confirms a Unique Diurnal Pattern of Spatial Occurrence in the Parasitic Brown-Headed CowbirdEcologyEcology","Ecology","65","1"
"12206","Pettersson",1997,"art100153.txt","Density-dependent costs of an inducible morphological defense in Crucian carpEcologyEcology","Ecology","78","6"
"12208","Tjorve",2008,"Tjorve-2008-The Species-Area Rel.txt","The Species-Area Relationship, Self-Similarity, and the True Meaning of the Z-ValueEcologyEcology","Ecology","89","12"
"12209","Pfennig",2003,"art100851.txt","A test of alternative hypotheses for character divergence between coexisting speciesEcologyEcology","Ecology","84","5"
"12210","Fowler",1956,"Fowler-1956-Evaluation of Certai.txt","Evaluation of Certain Factors Affecting the Yield of Cacao in EcuadorEcologyEcology","Ecology","37","1"
"12211","Roubik",1980,"Roubik-1980-Foraging Behavior of.txt","Foraging Behavior of Competing Africanized Honeybees and Stingless BeesEcologyEcology","Ecology","61","4"
"12212","Tobiessen",1980,"Tobiessen-1980-Hardwood Seedling Su.txt","Hardwood Seedling Survival under Plantations of Scotch Pine and Red Pine in Central New-YorkEcologyEcology","Ecology","61","1"
"12213","Hale",2006,"art100942.txt","Changes in hardwood forest understory plant communities in response to European earthworm invasionsEcologyEcology","Ecology","87","7"
"12214","Hall",1998,"art100263.txt","Flooding alters apparent position of floodplain saplings on a light gradientEcologyEcology","Ecology","79","3"
"12215","Webster",2004,"Webster-2004-Density dependence v.txt","Density dependence via intercohort competition in a coral-reef fishEcologyEcology","Ecology","85","4"
"12216","Roughgar.J",1971,"Roughgar.J-1971-Density-Dependent Na.txt","Density-Dependent Natural SelectionEcologyEcology","Ecology","52","3"
"12217","Sheldon",1990,"Sheldon-1990-More on Fresh-Water.txt","More on Fresh-Water Snail Herbivory - a ReplyEcologyEcology","Ecology","71","3"
"12218","Phillips",2010,"art101919.txt","POC plots: calibrating species distribution models with presence-only dataEcologyEcology","Ecology","91","8"
"12219","Cottenie",2003,"art100824.txt","Zooplankton metacommunity structure: Regional vs. local processes in highly interconnected pondsEcologyEcology","Ecology","84","4"
